FileName,Condition,Length sek,Frames,Static,Dynamic,Indoor,Outdoor,Boundary,Constrained,Uneven,Road,Crowd,Slope,Single
1_night_constrained.mp4,Night,,,1,0,0,1,1,1,0,0,0,0,0
2_night_treepath.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
3_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
4_night_constrained.mp4,Night,, ,1,0,0,1,1,0,0,0,0,0,0
5_night_road.mp4,Night,,,1,0,0,1,0,0,0,1,0,0,0
6_night_constrained.mp4,Night,,,1,0,0,1,1,1,0,0,0,0,0
7_night_constrained.mp4,Night,,,1,0,0,1,1,1,0,0,0,0,0
8_night_constrained.mp4,Night,,,1,0,0,1,1,1,0,0,0,0,0
9_night.mp4,Night,,,1,0,0,1,0,0,0,0,0,0,0
10_night_grass.mp4,Night,, ,1,0,0,1,0,0,1,0,0,0,0
11_night_boundary.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
12_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
13_night.mp4,Night,,,1,0,0,1,0,0,0,0,0,0,0
14_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
15_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
16_night.mp4,Night,,,1,0,0,1,0,0,0,0,0,0,0
17_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
18_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
19_night_boundary.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
20_night.mp4,Night,,,1,0,0,1,0,0,0,0,0,0,0
21_night_slope_faraway.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
22_night_boundary.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
23_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,1,0
24_night_slope.mp4,Night,,,1,0,0,1,0,0,0,0,0,0,0
25_night_boundary.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
26_night_boundary.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
27_night_road.mp4,Night,,,1,0,0,1,0,0,0,1,0,0,0
28_night_road.mp4,Night,,,1,0,0,1,0,0,0,1,0,0,0
29_night_constrained.mp4,Night,,,1,0,0,1,1,1,0,0,0,0,0
30_night_boundary_semi_constrained.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
31_night_uneven.mp4,Night,,,1,0,0,1,0,0,1,0,0,0,0
32_night_treepath.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
33_night_corridor.mp4,Night,,,1,0,1,0,1,1,0,0,0,0,0
34_night_corridor.mp4,Night,,,1,0,1,0,1,1,0,0,0,0,0
35_night_corridor.mp4,Night,,,1,0,1,0,1,1,0,0,0,0,0
36_night_corridor.mp4,Night,,,1,0,1,0,1,1,0,0,0,0,0
37_night_corridor.mp4,Night,,,1,0,1,0,1,1,0,0,0,0,0
38_night_corridor.mp4,Night,,,1,0,1,0,1,1,0,0,0,0,0
39_night_corridor.mp4,Night,,,1,0,1,0,1,1,0,0,0,0,0
40_night_boundary.mp4,Night,,,1,0,0,1,1,0,0,0,0,0,0
41_night.mp4,Night,,,1,0,0,1,0,0,0,0,0,0,0
42_night_boundary.mp4,Night,,,1,0,0,1,0,0,0,0,0,0,0
43_night_uneven.mp4,Night,,,1,0,0,1,0,0,1,0,0,0,0
44_night_uneven.mp4,Night,,,1,0,0,1,0,0,1,0,0,0,0
45_night_uneven.mp4,Night,,,1,0,0,1,0,0,1,0,0,0,0
46_day_constrained.mp4,Day,,,1,0,0,1,1,1,0,0,0,0,0
47_day_constrained.mp4,Day,,,1,0,0,1,1,1,0,0,0,0,0
48_day_boundary.mp4,Day,,,1,0,0,1,1,0,0,0,0,0,0
49_day_uneven.mp4,Day, ,,1,0,0,1,0,0,1,0,0,0,0
50_day_boundary.mp4,Day,,,1,0,0,1,1,0,0,0,0,0,0
51_day_boundary.mp4,Day,,,1,0,0,1,1,0,0,0,0,0,0
52_day.mp4,Day,,,1,0,0,1,0,0,0,0,0,0,0
53_day_boundary.mp4,Day,,,1,0,0,1,1,0,0,0,0,0,0
54_day_slope.mp4,Day,,,1,0,0,1,0,0,0,0,0,1,0
55_day_contrained.mp4,Day,,,1,0,0,1,1,1,0,0,0,0,0
56_day_uneven.mp4,Day,,,1,0,0,1,0,0,1,0,0,0,0
57_day_constrained.mp4,Day,,,1,0,0,1,1,1,0,0,0,0,0
58_day_path_of_trees.mp4,Day,,,1,0,0,1,1,0,0,0,0,0,0
